,train_L1_loss,train_psnr,train_ssim,val_L1_loss,val_psnr,val_ssim,train_CE_loss,train_G_loss,val_CE_loss,val_G_loss
0,0.16599945949341544,23.357665081989104,0.9267875509840325,0.1642433779567054,23.311811133664364,0.9341138185805461,4.1821641997490255,4.172659668455621,4.154048204731629,4.144937565055655
1,0.17011389496666468,23.380728064975713,0.927013728745244,0.1673684695272661,23.33143535928147,0.934316360513248,4.203979185110733,4.193047342482311,4.171640652078547,4.161161549014984
2,0.16953107396146577,23.411175672197682,0.9271935231260002,0.18076027063002925,23.33865016023671,0.9345619249084829,4.119771622176136,4.138967893997962,4.176557956694316,4.194959219832829
3,0.16193111505633445,23.445443220919294,0.9274519611157865,0.16161333980942105,23.34823535998614,0.9346403731656557,3.9979676837221048,4.013953263721101,4.045256162532816,4.060579703828463
4,0.1665165039959866,23.497770800676527,0.9277498101509558,0.16437560972298243,23.384250023433754,0.9349256853710515,3.9846610384776464,3.966512690085962,3.9309746668587606,3.9135779276697407
5,0.15617923625940294,23.537847138956455,0.9279199676612183,0.15422421889447324,23.427536627062494,0.9352936019348657,3.8972461519611854,3.888584160904224,3.8716222846644475,3.8633190277496405
6,0.16974018388411413,23.579218267121355,0.928136743662674,0.1679146058057128,23.448950881914854,0.9354246573008917,4.057866838588658,4.05218682169531,4.041064235334823,4.035619454887029
7,0.14689340034970605,23.634908839256667,0.9283623594200717,0.14411085808226032,23.516998482056138,0.9358147611705405,3.6540223812601256,3.6531024980906355,3.651301186547673,3.650419400104157
8,0.16340258964224105,23.664289402221666,0.9285633602087568,0.15915388804728448,23.525806241239998,0.9359002509644745,3.7660085280005418,3.74502261833296,3.703928093965541,3.6838113103744496
9,0.15130382338941062,23.684046270508194,0.9286718822233578,0.14866060852953686,23.528517551569472,0.935961788830689,3.7319003140841445,3.724021337307663,3.7085927564998653,3.701040085529564
10,0.1605260724502806,23.70522419624069,0.9287845685120628,0.15719612233206373,23.524469301259558,0.9359514654920268,3.7932134732350535,3.77910244117562,3.751470274640965,3.737943647361848
11,0.16606044940420184,23.726513033324515,0.9288662559652526,0.1658102922693723,23.51637061752945,0.9358808017410749,3.906694373454866,3.9202094296541716,3.9466745586434264,3.959629892250091
12,0.1472379050411441,23.745608977661746,0.9289289263399585,0.14658182937755165,23.52113453857798,0.9359124404146829,3.6100697973063043,3.597822824107487,3.573840850177455,3.5621010822384407
13,0.1589544082767063,23.768845652412793,0.9290466602659471,0.15665381500657832,23.518560576869408,0.9357965573118006,3.7319780371026843,3.7339065745370124,3.737683028826764,3.739531696376955
14,0.16032349208159363,23.784063158653094,0.929115028013441,0.1651033482456632,23.51870545895206,0.935818042812547,3.7680109499001877,3.774866182236961,3.7882900707779013,3.7948613954223864
15,0.1650970280007152,23.805778617557838,0.9292314213023725,0.17375213768160516,23.51608744208425,0.9357791654194243,3.7062222697755973,3.7109370876633507,3.7201696251918777,3.724689180103803
16,0.15047983359379957,23.823775163795187,0.929319086160765,0.15608025416130605,23.519685448956857,0.9357781576796742,3.5502445177063944,3.590316360152169,3.6687848817421154,3.70719715909139
17,0.15442942550815203,23.840143554753286,0.9294062929925183,0.1559912448846955,23.507914413148985,0.9357307053868446,3.5069373784620863,3.5066061643585633,3.5059575822259013,3.5056400852696847
18,0.1501872678280743,23.85663121666564,0.9295075101460822,0.14874558765001347,23.514884618528015,0.93574761279303,3.5892098789703013,3.593418669050642,3.6016603049508062,3.605694789067421
19,0.15004905759617865,23.872293351216825,0.9295814166089639,0.1486742078090645,23.50355860834169,0.935625567685241,3.4674875385403077,3.4581678263926197,3.439918003343865,3.4309842646889273
20,0.15703100979388007,23.88817473402929,0.9296551551162002,0.15641268066741007,23.503061346524046,0.9356872302649439,3.5679287041630805,3.560031872436481,3.54456832813678,3.5369985416745484
21,0.14168040614027008,23.903433504843335,0.9297592871332306,0.13891810789753503,23.50746898368573,0.9356401934833197,3.4110341524347763,3.3922679145426935,3.355519942567369,3.3375309036134304
22,0.14413932343048033,23.920260939866793,0.9298099393656232,0.1388065184312715,23.49967477967494,0.9356194992847031,3.4864053593537867,3.482127915176868,3.4737518410994026,3.469651546178045
23,0.144548756312815,23.930153464982194,0.9298913228621394,0.14847509489185057,23.50450814602192,0.9356309029924533,3.5058054060360324,3.507999913413509,3.5122971889820547,3.5144008113982874
24,0.14079850031975447,23.943563329505416,0.929966752703968,0.13719593351590584,23.50882822042691,0.9356518163322355,3.429008185494113,3.4103890318804715,3.3739290797508534,3.3560810336176177
25,0.1498683105173599,23.957207304370097,0.9300125132804893,0.1494912923056223,23.510853308323465,0.9356370673863786,3.513422952612512,3.5262159492065397,3.551267143964979,3.563530321880072
26,0.15405450420253833,23.96856246137971,0.9300796911285868,0.15189550503554267,23.498670942237897,0.9355386552090151,3.5945890932066247,3.6000806093752424,3.610834074370566,3.6160981608028884
27,0.1563997770544574,23.980401084649564,0.9301497455626498,0.15424144957126962,23.499662756799573,0.9354736095193593,3.5866294510150873,3.5826312845634556,3.5748020910105356,3.5709695075989676
28,0.1419544556012939,23.99276655361206,0.9301907922004848,0.14077496566178577,23.511870977742376,0.9356153586107807,3.495407569867169,3.5016117173665067,3.51376065418312,3.5197078585020343
29,0.14438365036617068,23.999147720272372,0.9302595947152478,0.1409719962999771,23.518053071970304,0.9356824852968366,3.5041240279043486,3.492183576288468,3.468801831696057,3.4573558908270927
30,0.14795438244812945,24.008926872577742,0.9302786988046732,0.1502405424590087,23.505210002046034,0.935563424155932,3.5196910765696328,3.5732117462547377,3.678015707549432,3.72931983240082
31,0.14118743955100757,24.021843691208,0.9303288777925653,0.13748882852190283,23.505960817104565,0.9355604166563602,3.3373280371378007,3.341367163844709,3.3492765656056687,3.3531484129140265
32,0.14512600402731504,24.02888946888741,0.9303819726254117,0.1413750089784426,23.510877522628448,0.9355462704624374,3.3647983327663713,3.342082008082129,3.2975989919507454,3.275823458037922
33,0.1567253227337958,24.04032314739101,0.9304274405776852,0.16159972722849486,23.512176137026763,0.9356282358887339,3.410412266747023,3.4113342277281715,3.413139608033613,3.4140233862367486
34,0.15930222773180297,24.048085113136278,0.9304897156213253,0.16162593626149302,23.512468153388795,0.9355696998794824,3.526117147340084,3.520062338347269,3.5082058355967747,3.502401784968366
35,0.14212570036948496,24.057655248924007,0.9305276358085823,0.13845205270343952,23.507323101185627,0.9355184043810684,3.3743878016017606,3.351180839361224,3.3057370587296537,3.2834912068893263
36,0.14602980842556454,24.06411560196961,0.9305675638709474,0.1460662087486848,23.51150596804012,0.9355652308654873,3.350207409401905,3.3449196503998926,3.3345651818731876,3.3294964140565773
37,0.1360288643724797,24.073746404169245,0.9306000853900807,0.13505759994537658,23.501330485322594,0.9355517569563847,3.3803727163817467,3.3885623570750893,3.4045992787222294,3.4124497475428046
38,0.1355306672891871,24.07729166315773,0.93064373679106,0.13484401752714648,23.498047899768203,0.9355214374902004,3.26994399636855,3.2751375358515196,3.285307504092912,3.2902859544677403
39,0.15018155989199922,24.08655777485204,0.9306751915652243,0.14899527560835835,23.517303554544732,0.9355612081564189,3.3962942068195954,3.398637333289264,3.403225634169663,3.4054717206564304
40,0.15301810550227848,24.092457236232946,0.9306815699713296,0.14937000696647038,23.51410464227952,0.9355746888019997,3.364859622529606,3.3338184709013503,3.273033811947505,3.2432782216673983
41,0.1504219062888667,24.10096146889746,0.930740842872626,0.14858264010894523,23.514801103921666,0.9355411755801769,3.3642945190588422,3.349901432764064,3.3217169487539753,3.3079199484434656
