,train_L1_loss,train_psnr,train_ssim,val_L1_loss,val_psnr,val_ssim,train_CE_loss,train_G_loss,val_CE_loss,val_G_loss,train_neighbor_loss,val_neighbor_loss
0,0.5504205595425505,18.948105323958703,0.6918416179536873,0.5450549772168745,12.428647130539542,0.3438168130521855,4.083895770744499,-12756.07804599379,4.088713054360267,-12675.60215511316,-1274.5081417305862,-1266.5686199246782
1,0.8555872385266555,11.291907063717852,0.2549316112229458,0.8589589381491013,10.391972680363345,0.21446156812840114,3.8303153865901507,-20371.709821283024,3.8134148431681822,-20589.930787639216,-2043.9827210089002,-2065.5008949058715
2,1.0199387959123174,10.115814619294408,0.18719026011950124,1.0134625666283243,9.683225834806688,0.17191287658059146,4.099102425208668,-22723.489926814676,4.312371317213777,-22489.61572189131,-2267.813669729251,-2244.7681922341976
3,1.072713955796298,9.583962885999064,0.15742169339625214,1.070271906599288,9.319411541211688,0.1526488729365263,3.6918745325459676,-23459.395645748802,3.6652897371760176,-23536.283698982483,-2349.34132746404,-2356.917557560265
4,1.1602269462124883,9.271057606253681,0.1429316238000817,1.1632854978545701,9.057036811944064,0.14291461918606688,3.6673603552766783,-24842.76710298932,3.6570651005619044,-24975.256370707855,-2489.188083104002,-2502.253465679177
5,1.233537155024153,9.079336388161108,0.13388343133393746,1.2431123117049108,8.910232548462774,0.13387281088824315,3.685412820598651,-25591.322805965323,3.727572317666473,-25587.039332334483,-2560.6343709432613,-2560.225299318351
6,1.230942323765585,8.922479064542713,0.12779194942222605,1.2327896681779895,8.761439347261636,0.12749650573067012,3.654475080752539,-26000.974487738975,3.583745511774948,-26166.632768640917,-2605.9211096606223,-2622.2499143356513
7,1.3107663429314875,8.77948438083798,0.12186663776737758,1.3229601789337717,8.589852698025378,0.12137136146618896,3.733981625368039,-26729.950532624203,3.765557173358224,-26423.42637246806,-2666.864109335789,-2636.6555824923207
8,1.3301352023847122,8.602900740557267,0.11525000823754253,1.329309948017415,8.462459932258797,0.11638094744421372,3.6043036977940797,-26569.54464945174,3.676159015919761,-26631.937827003694,-2660.241035375586,-2666.3991985947855
9,1.3533863386083151,8.464348916523393,0.10998466017535385,1.3529710766410643,8.306926355245047,0.11155141438237236,3.5497758449186922,-26242.15756236103,3.4750322078549516,-26264.251472065676,-2626.484088604281,-2628.6548770454046
